namespace,name,type,cardinality,description,validation,source
product,clearingFirmLei,String,One,LEI for the clearing firm where the transaction is accepted for clearing,,
product,clearingchannel,String,One,,,
product,clearingchoices,EnumeratedString,Many,,lookup:FinMktInfraType,
product,clearingcode,String,One,,,
product,clearinghouse,EnumeratedString,One,Short name of clearing firm,lookup:ClearingFirmShortName,
product,clearingmember,String,One,,,
product,clearingstatus,EnumeratedString,One,"The status of the clearing process for the identified trade. For example, Received, Pending (Approval), Registered (i.e. cleared), Rejected, etc.",lookup:ClearingStatus,http://www.fpml.org/spec/fpml-5-8-3-wd-3/html/confirmation/schemaDocumentation/schemas/fpml-business-events-5-8_xsd/complexTypes/ClearingStatusItem/clearingStatusValue.html
product,clientAbilityToBearLoss,EnumeratedString,One,Client's ability to bear losses,lookup:MiFIDAbilityToBearLoss,MiFID-II Product Governance Guidelines para. 18(c)
product,clientActingAsDistributorToRetail,Boolean,One,Client is acting as distributor to other retail clients,,"CACIB internal rules for Suitability & Appropriateness, Info on Instrument"
product,clientInitiatedAndAppropriatenessInformed,Boolean,One,"The investment service is provided at the initiative of the client or potential client, and the client has been clearly informed that in the provision of that service the investment firm is not required to assess the appropriateness of the financial instrument or service provided or offered and that therefore he does not benefit from the corresponding protection of the relevant conduct of business rules. Such a warning may be provided in a standardised format",,MiFID-II art. 25(4)(b)
product,clientKnowledgeExperience,EnumeratedString,One,Client's knowledge & experience,lookup:MiFIDKnowledgeExperience,MiFID-II Product Governance Guidelines para. 18(b)
product,clientObjectivesNeeds,String,Many,Client's objectives & needs,,MiFID-II Product Governance Guidelines para. 18(e)
product,clientOffersProductToItsClients,Boolean,One,Client intends to offer the product to its clients,,MiFID-II Del. Reg. art. 50(1)
product,clientProvidedExecutionInstructions,Boolean,One,Client Provided Execution Instructions,,MiFID-II art. 27(1)
product,clientRiskTolerance,EnumeratedString,One,Client's risk tolerance,lookup:MiFIDRiskTolerance,MiFID-II Product Governance Guidelines para. 18(d)
product,collateralTransfer,Boolean,One,"Transaction is for transfer of collateral or margin, or as part of CCP default settlement",,
product,collateralization,EnumeratedString,One,Specifies whether trade is collateralized and how,lookup:CollateralType,http://www.fpml.org/spec/fpml-5-9-3-wd-3/html/recordkeeping/schemaDocumentation/schemas/fpml-doc-5-9_xsd/complexTypes/PartyTradeInformation/collateralizationType.html
product,commercial_intent,Boolean,One,"Whether a transaction is entered into to hedge or mitigate commercial risk, in accordance with 17 CFR 50.50(c)",,17 CFR 50.50(c)
product,commercial_risk,Boolean,One,,,
product,commoditySpotSettlement,Boolean,One,"Whether a commodity contract is considered to be spot contract for the purposes of Section C(7) of Annex I to Directive 2004/39/EC. ""Spot"" settlement here requires settlement in 2 business days, or according to market standards, and the absence of any understanding between the parties to the contract that delivery of the underlying is to be postponed and not to be performed within ""spot period""",,Article 38(2) of Regulation (EC) No 1287/2006
product,commodity_energybalanceintent,Boolean,One,"If a trade is entered into with or by an operator or administrator of an energy transmission grid, energy balancing mechanism or pipeline network, and it is necessary to keep in balance the supplies and uses of energy at a given time.",,
product,commodity_notionalquantity,BigDecimal,One,Commodity Notional Quantity,,
product,commodity_regulatoryhedgepurpose,Boolean,One,,,
product,commoditycode,EnumeratedString,One,"A code to denote future contracts traded on various exchanges. For example, ""ICUS C"" stands for the Coffee C futures contract traded on ICE",lookup:CommodityCode,
product,commodityuser_inlineofbusiness,Boolean,One,"Whether a counterparty is in the business of producing, delivering or using the commodity being traded",,
product,consentToTradeOffFacility,Boolean,One,Client consent to trade outside a trading venue has been obtained,,MiFID-II art. 27(5)
product,considerationfxspotsettlementoffset,TenorType,One,,,
product,context_interaffiliate,Boolean,One,Boolean flag for whether a transaction is between affiliates,,
product,contractualmatrix1_matrixtype,String,One,,,
product,contractualmatrix1_publicationdate,DateType,One,,,
product,contractualmatrix2_matrixtype,String,One,,,
product,contractualmatrix2_publicationdate,DateType,One,,,
product,contractualmatrix3_matrixtype,String,One,,,
product,contractualmatrix3_publicationdate,DateType,One,,,
product,contrapartyAgentclientSpecifiedPerson,Boolean,One,,,
product,contrapartyAustralianClearingEntity,Boolean,One,"The contraparty is an Australian Clearing Entity as defined under the ASIC Rules (Clearing), Art. 1.2.4.",,"ASIC Rules (Clearing), Art. 1.2.4."
product,contrapartyBookLocation,EnumeratedString,One,"For a given transaction, the location of the profit or loss account into which the trade is booked by the Contraparty",lookup:LocationCode,
product,contrapartyForeignClearingEntity,Boolean,One,"The contraparty is an Foreign Clearing Entity as defined under the ASIC Rules (Clearing), Art. 1.2.4.",,"ASIC Rules (Clearing), Art. 1.2.4."
product,contrapartySI,Boolean,One,Contraparty is SI for product,,
product,contraparty_actingasagent,Boolean,One,,,
product,contraparty_sales_primarylocation,EnumeratedString,Many,"The primary location of residence and/or employment of the sales staff responsible for arranging or negotiating the trade on the Contraparty side, e.g. [""US""]. If multiple traders are involved and are associated at different locations, then a list may be provided, e.g. [""US"",""AU""]. This may or may not coincide with the physical location of the trade(s) at the time of trader execution.",lookup:LocationCode,
product,contraparty_trader_physicallocation,EnumeratedString,Many,"The physical location of the trader(s) responsible for entering into the trade on the Contraparty side, e.g. [""US""]. If multiple traders are involved and are associated at different locations, then a list may be provided, e.g. [""US"",""AU""]. This may not coincide with the primary location of employment or residence.",lookup:LocationCode,
product,contraparty_trader_primarylocation,EnumeratedString,Many,"The primary location of residence and/or employment of the trader responsible for entering the trade on the Contraparty side, e.g. [""US""]. If multiple traders are involved and are associated at different locations, then a list may be provided, e.g. [""US"",""AU""]. This may or may not coincide with the physical location of the trade(s) at the time of trader execution.",lookup:LocationCode,
product,contrapartyid,String,One,,,
product,countercurrency,EnumeratedString,One,,lookup:Currency,
product,counterparty.SI,Boolean,One,Counterparty represents it is a systematic internaliser for the product,,
product,counterpartyAgentclientSpecifiedPerson,Boolean,One,,,
product,counterpartyAustralianClearingEntity,Boolean,One,"The counterparty is an Australian Clearing Entity as defined under the ASIC Rules (Clearing), Art. 1.2.4.",,"ASIC Rules (Clearing), Art. 1.2.4."
product,counterpartyBookLocation,EnumeratedString,One,"For a given transaction, the location of the profit or loss account into which the trade is booked by the Counterparty",lookup:LocationCode,
product,counterpartyForeignClearingEntity,Boolean,One,"The counterparty is an Foreign Clearing Entity as defined under the ASIC Rules (Clearing), Art. 1.2.4.",,"ASIC Rules (Clearing), Art. 1.2.4."
product,counterpartySI,Boolean,One,Counterparty rep that it is SI for product,,
product,counterparty_actingasagent,Boolean,One,,,
product,counterparty_sales_physicallocation,EnumeratedString,Many,"The physical location of the sales staff responsible for arranging or negotiating the trade on the Counterparty side, e.g. [""US""]. If multiple sales are involved and are associated at different locations, then a list may be provided, e.g. [""US"",""AU""]. This may not coincide with the primary location of employment or residence.",lookup:LocationCode,
product,counterparty_sales_primarylocation,EnumeratedString,Many,"The primary location of residence and/or employment of the sales staff responsible for arranging or negotiating the trade on the Counterparty side, e.g. [""US""]. If multiple traders are involved and are associated at different locations, then a list may be provided, e.g. [""US"",""AU""]. This may or may not coincide with the physical location of the trade(s) at the time of trader execution.",lookup:LocationCode,
product,counterparty_trader_physicallocation,EnumeratedString,Many,"The physical location of the sales staff responsible for arranging or negotiating the trade on the Counterparty side, e.g. [""US""]. If multiple sales are involved and are associated at different locations, then a list may be provided, e.g. [""US"",""AU""]. This may not coincide with the primary location of employment or residence.",lookup:LocationCode,
product,counterparty_trader_primarylocation,EnumeratedString,Many,"The primary location of residence and/or employment of the trader responsible for entering the trade on the Counterparty side, e.g. [""US""]. If multiple traders are involved and are associated at different locations, then a list may be provided, e.g. [""US"",""AU""]. This may or may not coincide with the physical location of the trade(s) at the time of trader execution.",lookup:LocationCode,
product,counterpartyid,String,One,,,
product,country,EnumeratedString,One,,lookup:CountryCode,
product,coupon,BigDecimal,One,,,
product,credit-index-name,EnumeratedString,One,Name of a credit index,,
product,credit-index-series,Integer,One,Credit index series,,
product,creditIndexName,EnumeratedString,One,Credit index names,lookup:CreditIndexNameType,
product,creditIndexSeries,Integer,One,Credit index series number,,
product,currency,EnumeratedString,One,Settlement currency of the transaction,lookup:Currency,
product,custuserlogon,String,One,,,
product,custusername,String,One,logged in Customer user Name,,
product,deMinimisTrading,Boolean,One,"Investment Firm parties' trading activity with respect to the shares concerned is non-systematic, ad-hoc, irregular and infrequent",,MiFIR art. 23(1)(a)
product,dealactionstr,String,One,,,
product,dealertradername,String,One,dealer trader name,,
product,decidedToDeal,Boolean,One,Initial decision to deal has been taken,,MiFID-II Del. Reg. art. 74
product,desc,String,One,,,
product,difficultToUnderstand,Boolean,One,"Product incorporates a structure that makes it difficult for the client to understand the risk involved or, for structured deposits, the risk of return or cost of exit.",,
product,distributionRegion,EnumeratedString,Many,Region where the distributor intends to distribute the product,lookup:DistributionRegions,
product,distributorTier,EnumeratedString,One,Tier to which a distributor belongs,lookup:DistributorTiers,
product,distributorWaiver,Boolean,One,Whether there is a waiver for distributor,,
product,earlytermination_multipleexercisepermitted,Boolean,One,,,
product,earlytermination_partialexercisepermitted,Boolean,One,,,
product,earlytermination_settlementmethod,EnumeratedString,One,,lookup:SettlementMethod,
product,earlyterminationdate_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,earlyterminationstyle,EnumeratedString,One,,lookup:OptionStyle,
product,earlyterminationtype,EnumeratedString,One,,lookup:EarlyTerminationType,
product,economicallyEquivalentOTCContract,Boolean,One,OTC contract is economically equivalent to one traded on a trading venue,,MiFID-II art. 57(1); RTS-21 art. 6
product,economicssummary,String,One,,,
product,ecpOffersProductToClients,Boolean,One,Eligible Counterparty intends to offer the product to its clients,,
product,effectivedate,DateType,One,The effective date of the transaction,,
product,effectivedates_businessdayconventions,EnumeratedString,Many,,lookup:BusinessDayConvention,
product,electronicPetConfirm,Boolean,One,Whether verification of primary economic terms occurs electronically,,
product,eligibleAtCftcDCOs,Boolean,One,Whether a transaction is eligible to clear at any CFTC registered or exempt DCO,,
product,eligibleDCOs,EnumeratedString,Many,The list of DCOs where the transaction is eligible to clear,,
product,eligibleToClearAtJSCC,Boolean,One,,,
product,embedsDerivative,Boolean,One,Product embeds a derivative,,MiFID-II Del. Reg. art. 50(1); ESMA Guidelines 2015/1787
product,entityid,String,One,,,
product,entityname,String,One,,,
product,equityDerivativeUnderlyingInstrument,String,One,Description of the underlying index for stock index futures/forwards/options,,MiFID RTS 2 Annex III Table 6.1
product,equityIndexType,EnumeratedString,One,Index type of an equity derivative,lookup:EquityIndexType,
product,equityPostTradeDeferralAuthorized,Boolean,One,Indicates post-trade publication deferral has been authorized for the product,,MiFIR art. 14(2)
product,equitySwapUnderlier,String,One,"Name of the underlying share, basket, or index of an equity swap",,MiFID RTS 2 Annex III Table 6.1
product,escbMemberTransparencyExempt,Boolean,One,ESCB Member has given notice that transaction is exempt under MiFIR 1(6),,MiFIR art. 1(6); RTS-2 arts. 14-15
product,esmaAssetClass,EnumeratedString,One,ESMA Asset Class,lookup:ESMAAssetClasses,
product,esmaAssetSubClass,EnumeratedString,One,ESMA Asset Sub Class,lookup:ESMAAssetSubClasses,
product,esmaCommodityUnderlierClassification,EnumeratedString,One,Identifies underlying commodity of a commodity derivative defined at the most granular level as specified in Table 2 of the Annex of Commission Delegated Regulation (EU) 2017/585 (Financial Instrument Reference Data),lookup:ESMACommodityUnderlyerClassification,Package Delegated Regulation Article 6(b); RTS 23 Annex Table 2
product,esmaCommodityUnderlyerClassification,EnumeratedString,One,Identifies underlying commodity of a commodity derivative defined at the most granular level as specified in Table 2 of the Annex of Commission Delegated Regulation (EU) 2017/585 (Financial Instrument Reference Data),lookup:ESMACommodityUnderlyerClassification,Package Delegated Regulation Article 6(b); RTS 23 Annex Table 2
product,esmaContractType,EnumeratedString,One,Derivative contract type as defined in RTS 2 Field 5,lookup:ESMAContractTypes,"MiFIR RTS 2, Annex IV, Table 2, Field 5"
product,esmaSubAssetClass,EnumeratedString,One,RTS 2 Sub-Asset Class,lookup:ESMASubAssetClasses,MiFIR RTS 2
product,euPDSellingRestriction,Boolean,One,Whether an EU PD selling restriction applies,,
product,exchangeMemberForTradedProduct,EnumeratedString,One,The party that is an exchange member or participant of the venue on which the product is traded,lookup:PartySide,MiFID-II art. 58(3)
product,exchange_rate_in_eur,BigDecimal,One,Exchange rate in EUR,,
product,executedTwoHoursBeforeEOD,Boolean,One,Trade is executed more than two hours before the end of the trading day,,RTS-1 art. 15(3)(a)
product,executed_on_facility,Boolean,One,,,
product,executionstyle,EnumeratedString,One,"The execution style of the transaction (quote methodology, e.g. RFQ, RFC, RFM, etc.)",lookup:ExecutionStyle,
product,executiontype,EnumeratedString,One,"Executon type, i.e. ""Voice"" or ""Electronic""",lookup:ExecutionType,
product,executionvenue,EnumeratedString,One,"Execution venue type (e.g. SEF, MTF, Off Facility, etc.)",lookup:ExecutionVenueType,
product,exempFuturesUnderlying,Boolean,One,Whether a derivative is based on an exempt futures contract according Rule 3a12-8 under the Exchange Act,,17 CFR 240.3a12-8
product,exemptCooperativeMemberTransaction,Boolean,One,"Whether transaction meets the conditions of 17 CFR Part 50.51(b) as a ""member service"" transaction with respect to cooperative members",,17 C.F.R. Part 50.51(b)
product,exemptSecurityUnderlying,Boolean,One,A derivative whose underlying is an exempt security or entirely consist of exempt securities.,,15 U.S.C. 78c(a)(12)
product,exemptTreasuryAffiliateTransaction,Boolean,One,"Whether a transaction entered into by a Treasury Affiliate meets the conditions stated in CFTC Letter 14-144 under ""General Conditions to the Swap Activity""",,
product,exerciseFromOptionDate,DateType,One,"For a swap that results from the exercise of an option, the date on which the exercise takes place. This is also the execution date of the swap.",,
product,expirationDateClosestToCurrentDate,Boolean,One,Identifies IR Future contracts with expiration date closest to the current date,,Package Delegated Regulation Article 3(f)(2)
product,exposureValueTradeExposure,BigDecimal,One,Exposure value of trade exposure.,,
product,facilitatesecuritysettlement,Boolean,One,Boolean flag for whether an FX transaction is entered into to facilitate a security transaction,,
product,facingSystematicInternaliserForProduct,Boolean,One,Facing Systematic Internaliser (as Counterparty) for Product,,RTS-2 art. 7(6)
product,family,EnumeratedString,One,"The index family type of a Credit index, e.g. WesternEurope, HY, SeniorFinancial, etc.",lookup:Family,
product,farleg_settlement_offsetaftervaluation,TenorType,One,Number of business days between valuation and settlement on the far leg of an FX swap.,,
product,fixedleg1_averagingmethod,String,One,,,
product,fixedleg1_businesscenters_all,EnumeratedString,Many,,lookup:BusinessCenter,
product,fixedleg1_calculationperioddates_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,fixedleg1_calculationperioddates_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,fixedleg1_calculationperioddates_businesscenters,EnumeratedString,Many,The business centers used for calculation period date adjustments on the fixed leg of a swap,lookup:BusinessCenter,
product,fixedleg1_calculationperioddates_businessdayconvention,EnumeratedString,One,The business day convention used for calculation period date adjustments on the fixed leg of a swap.,lookup:BusinessDayConvention,
product,fixedleg1_calculationperioddates_firstregularperiodstartdate,DateType,One,,,
product,fixedleg1_calculationperioddates_lastregularperiodenddate,DateType,One,,,
product,fixedleg1_calculationperiodfrequency,TenorType,One,,,
product,fixedleg1_calculationperiodfrequency_rollconvention,EnumeratedString,One,The roll convention used for calculation period dates on the fixed leg of a swap.,lookup:RollConvention,
product,fixedleg1_calculationperiodstartdate,DateType,One,,,
product,fixedleg1_daycountfraction,EnumeratedString,One,The day count fraction used on the fixed leg of a swap.,lookup:DayCountFraction,
product,fixedleg1_effectivedate,DateType,One,,,
product,fixedleg1_effectivedate_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,fixedleg1_effectivedate_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,fixedleg1_effectivedate_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
product,fixedleg1_effectivedate_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,fixedleg1_finalstub_currency,EnumeratedString,One,,lookup:Currency,
product,fixedleg1_finalstub_fixedrate,BigDecimal,One,,,
product,fixedleg1_finalstub_floattenor1,TenorType,One,,,
product,fixedleg1_finalstub_floattenor2,TenorType,One,,,
product,fixedleg1_finalstub_ratetype,EnumeratedString,One,,lookup:LegType,
product,fixedleg1_finalstub_stublength,TenorType,One,,,
product,fixedleg1_finalstub_stubtype,EnumeratedString,One,,lookup:StubType,
product,fixedleg1_firstnotionalstepdate,DateType,One,,,
product,fixedleg1_fixedinitialrate,BigDecimal,One,,,
product,fixedleg1_fixedrate,BigDecimal,One,,,
product,fixedleg1_hasstub,Boolean,One,,,
product,fixedleg1_initialnotionalvalue,BigDecimal,One,,,
product,fixedleg1_initialstub_currency,EnumeratedString,One,,lookup:Currency,
product,fixedleg1_initialstub_fixedrate,BigDecimal,One,,,
product,fixedleg1_initialstub_floattenor1,TenorType,One,,,
product,fixedleg1_initialstub_floattenor2,TenorType,One,,,
product,fixedleg1_initialstub_ratetype,EnumeratedString,One,,lookup:LegType,
product,fixedleg1_initialstub_stublength,TenorType,One,,,
product,fixedleg1_initialstub_stubtype,EnumeratedString,One,,lookup:StubType,
product,fixedleg1_isconstantrate,Boolean,One,Is the coupon fixed over the tenor of the swap?,,
product,fixedleg1_isconstantspread,Boolean,One,determines if the fixed leg has a spread,,
product,fixedleg1_isfixedrate,Boolean,One,,,
product,fixedleg1_isnondeliverable,Boolean,One,,,
product,fixedleg1_lastnotionalstepdate,DateType,One,,,
product,fixedleg1_legtype,EnumeratedString,One,,lookup:LegType,
product,fixedleg1_notionalcurrency,EnumeratedString,One,,lookup:Currency,
product,fixedleg1_notionalstepamount,BigDecimal,One,,,
product,fixedleg1_notionalstepfrequency,TenorType,One,,,
product,fixedleg1_payer,String,One,,,
product,fixedleg1_paymentdates_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,fixedleg1_paymentdates_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,fixedleg1_paymentdates_businesscenters,EnumeratedString,Many,The business centers used for payment date adjustments on the fixed leg of a swap.,lookup:BusinessCenter,
product,fixedleg1_paymentdates_businessdayconvention,EnumeratedString,One,The business day convention used for payment date adjustments on the fixed leg of a swap.,lookup:BusinessDayConvention,
product,fixedleg1_paymentdates_daytype,EnumeratedString,One,,lookup:DayType,
product,fixedleg1_paymentdates_offsettenor,TenorType,One,,,
product,fixedleg1_paymentfrequency,TenorType,One,The payment frequency on the fixed leg of a swap.,,
product,fixedleg1_payrelativeto,EnumeratedString,One,,lookup:PayRelativeTo,
product,fixedleg1_residualterm,TenorType,One,,,
product,fixedleg1_settlementcurrency,EnumeratedString,One,,lookup:Currency,
product,fixedleg1_settlementfxfixing_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,fixedleg1_settlementfxfixing_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,fixedleg1_settlementfxfixing_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
product,fixedleg1_settlementfxfixing_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,fixedleg1_settlementfxfixing_daytype,EnumeratedString,One,,lookup:DayType,
product,fixedleg1_settlementfxfixing_offsettenor,DateType,One,,,
product,fixedleg1_settlementfxfixing_rateoption,String,One,,,
product,fixedleg1_stublengths,TenorType,Many,,,
product,fixedleg1_stubtypes,EnumeratedString,Many,,lookup:StubType,
product,fixedleg1_term,TenorType,One,,,
product,fixedleg1_terminationdate,DateType,One,,,
product,fixedleg1_terminationdate_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,fixedleg1_terminationdate_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,fixedleg1_terminationdate_businesscenters,EnumeratedString,Many,The business centers used to adjust the termination date on the fixed leg of a swap.,lookup:BusinessCenter,
product,fixedleg1_terminationdate_businessdayconvention,EnumeratedString,One,The business day convention used fto adjust the termination date on the fixed leg of a swap.,lookup:BusinessDayConvention,
product,fixedleg2_averagingmethod,String,One,,,
product,fixedleg2_businesscenters_all,EnumeratedString,Many,,lookup:BusinessCenter,
product,fixedleg2_calculationperioddates_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,fixedleg2_calculationperioddates_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,fixedleg2_calculationperioddates_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
product,fixedleg2_calculationperioddates_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,fixedleg2_calculationperioddates_firstregularperiodstartdate,DateType,One,,,
product,fixedleg2_calculationperioddates_lastregularperiodenddate,DateType,One,,,
product,fixedleg2_calculationperiodfrequency,TenorType,One,,,
product,fixedleg2_calculationperiodfrequency_rollconvention,EnumeratedString,One,,lookup:RollConvention,
product,fixedleg2_calculationperiodstartdate,DateType,One,,,
product,fixedleg2_daycountfraction,EnumeratedString,One,,lookup:DayCountFraction,
product,fixedleg2_effectivedate,DateType,One,,,
product,fixedleg2_effectivedate_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,fixedleg2_effectivedate_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,fixedleg2_effectivedate_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
product,fixedleg2_effectivedate_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,fixedleg2_finalstub_currency,EnumeratedString,One,,lookup:Currency,
product,fixedleg2_finalstub_fixedrate,BigDecimal,One,,,
product,fixedleg2_finalstub_floattenor1,TenorType,One,,,
product,fixedleg2_finalstub_floattenor2,TenorType,One,,,
product,fixedleg2_finalstub_ratetype,EnumeratedString,One,,lookup:LegType,
product,fixedleg2_finalstub_stublength,TenorType,One,,,
product,fixedleg2_finalstub_stubtype,EnumeratedString,One,,lookup:StubType,
product,fixedleg2_firstnotionalstepdate,DateType,One,,,
product,fixedleg2_fixedinitialrate,BigDecimal,One,,,
product,fixedleg2_fixedrate,BigDecimal,One,,,
product,fixedleg2_hasstub,Boolean,One,,,
product,fixedleg2_initialnotionalvalue,BigDecimal,One,,,
product,fixedleg2_initialstub_currency,EnumeratedString,One,,lookup:Currency,
product,fixedleg2_initialstub_fixedrate,BigDecimal,One,,,
product,fixedleg2_initialstub_floattenor1,TenorType,One,,,
product,fixedleg2_initialstub_floattenor2,TenorType,One,,,
product,fixedleg2_initialstub_ratetype,EnumeratedString,One,,lookup:LegType,
product,fixedleg2_initialstub_stublength,TenorType,One,,,
product,fixedleg2_initialstub_stubtype,EnumeratedString,One,,lookup:StubType,
product,fixedleg2_isconstantrate,Boolean,One,,,
product,fixedleg2_isnondeliverable,Boolean,One,,,
product,fixedleg2_lastnotionalstepdate,DateType,One,,,
product,fixedleg2_legtype,EnumeratedString,One,,lookup:LegType,
product,fixedleg2_notionalcurrency,EnumeratedString,One,Fixed leg 2 currency,lookup:Currency,
product,fixedleg2_notionalstepamount,BigDecimal,One,,,
product,fixedleg2_notionalstepfrequency,TenorType,One,,,
product,fixedleg2_payer,String,One,,,
product,fixedleg2_paymentdates_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,fixedleg2_paymentdates_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,fixedleg2_paymentdates_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
product,fixedleg2_paymentdates_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,fixedleg2_paymentdates_daytype,EnumeratedString,One,,lookup:DayType,
product,fixedleg2_paymentdates_offsettenor,TenorType,One,,,
product,fixedleg2_paymentfrequency,TenorType,One,,,
product,fixedleg2_payrelativeto,EnumeratedString,One,,lookup:PayRelativeTo,
product,fixedleg2_residualterm,TenorType,One,,,
product,fixedleg2_settlementcurrency,EnumeratedString,One,,lookup:Currency,
product,fixedleg2_settlementfxfixing_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,fixedleg2_settlementfxfixing_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,fixedleg2_settlementfxfixing_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
product,fixedleg2_settlementfxfixing_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,fixedleg2_settlementfxfixing_daytype,EnumeratedString,One,,lookup:DayType,
product,fixedleg2_settlementfxfixing_offsettenor,DateType,One,,,
product,fixedleg2_settlementfxfixing_rateoption,String,One,,,
product,fixedleg2_stublengths,TenorType,Many,,,
product,fixedleg2_stubtypes,EnumeratedString,Many,,lookup:StubType,
product,fixedleg2_term,TenorType,One,,,
product,fixedleg2_terminationdate,DateType,One,,,
product,fixedleg2_terminationdate_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,fixedleg2_terminationdate_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,fixedleg2_terminationdate_businesscenters,EnumeratedString,Many,The business centers used to adjust the termination date on the fixed leg of a swap.,lookup:BusinessCenter,
product,fixedleg2_terminationdate_businessdayconvention,EnumeratedString,One,The business day convention used fto adjust the termination date on the fixed leg of a swap.,lookup:BusinessDayConvention,
product,fixedratepayer,EnumeratedString,One,The fixed rate payer of certain interest rate or commodity swaps,lookup:PartyRoleType,
product,fixedratepayers,String,Many,,,
product,fixingdate_businessdayconventions,EnumeratedString,Many,,lookup:BusinessDayConvention,
product,floatingRateOptions,EnumeratedString,Many,Floating rate option or collection of floating rate options referenced in a derivative transaction.,lookup:FloatLegIndex,
product,floatingleg1_averagingmethod,String,One,,,
product,floatingleg1_businesscenters_all,EnumeratedString,Many,,lookup:BusinessCenter,
product,floatingleg1_calculationperioddates_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg1_calculationperioddates_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg1_calculationperioddates_businesscenters,EnumeratedString,Many,The business centers used for calculation period date adjustments on the first floating leg of a swap.,lookup:BusinessCenter,
product,floatingleg1_calculationperioddates_businessdayconvention,EnumeratedString,One,The business day convention used for calculation period date adjustments on the first floating leg of a swap.,lookup:BusinessDayConvention,
product,floatingleg1_calculationperioddates_firstregularperiodstartdate,DateType,One,,,
product,floatingleg1_calculationperioddates_lastregularperiodenddate,DateType,One,,,
product,floatingleg1_calculationperiodfrequency,TenorType,One,,,
product,floatingleg1_calculationperiodfrequency_rollconvention,EnumeratedString,One,,lookup:RollConvention,
product,floatingleg1_calculationperiodstartdate,DateType,One,,,
product,floatingleg1_compoundingmethod,EnumeratedString,One,,lookup:CompoundingMethod,
product,floatingleg1_daycountfraction,EnumeratedString,One,The day count fraction used on the first floating leg of a swap.,lookup:DayCountFraction,
product,floatingleg1_effectivedate,DateType,One,,,
product,floatingleg1_effectivedate_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg1_effectivedate_businesscenter2,EnumeratedString,One,,lookup:BusinessCenter,
product,floatingleg1_effectivedate_businesscenters,EnumeratedString,Many,,lookup:BusinessCenter,
product,floatingleg1_effectivedate_businessdayconvention,EnumeratedString,One,,lookup:BusinessDayConvention,
product,floatingleg1_finalfixingdate,DateType,One,,,
product,floatingleg1_finalstub_currency,EnumeratedString,One,,lookup:Currency,
product,floatingleg1_finalstub_fixedrate,BigDecimal,One,,,
product,floatingleg1_finalstub_floattenor1,TenorType,One,,,
product,floatingleg1_finalstub_floattenor2,TenorType,One,,,
product,floatingleg1_finalstub_ratetype,EnumeratedString,One,,lookup:LegType,
product,floatingleg1_finalstub_stublength,TenorType,One,,,
product,floatingleg1_finalstub_stubtype,EnumeratedString,One,,lookup:StubType,
product,floatingleg1_firstnotionalstepdate,DateType,One,,,
product,floatingleg1_fixingcutoff_daytype,EnumeratedString,One,,lookup:DayType,
product,floatingleg1_fixingcutoff_offsettenor,TenorType,One,,,
product,floatingleg1_fixingdate_businesscenter1,EnumeratedString,One,,lookup:BusinessCenter,
